name,minecraft_version,author,created_at,forum_url
[1.8] Mysterio N's Mods,,Mysterio N,11/9/2011,http://www.minecraftforum.net/topic/618277-18-mysterio-ns-mods/
[1.0] VerticalRedstone SMP,,Mysterio N,4/12/2011,http://www.minecraftforum.net/topic/842119-10-verticalredstone-smp/
craftable flint,,mypain,5/11/2011,http://www.minecraftforum.net/topic/767169-craftable-flint/
Mod and texturepack showcases/trailers avalible here,,Mymusicmanager,1/12/2011,http://www.minecraftforum.net/topic/834030-mod-and-texturepack-showcasestrailers-avalible-here/
[V1.4_01] Appliance Repair Man - Fix Furnaces on SMP,,myerscarpenter,26/02/2011,http://www.minecraftforum.net/topic/181377-v14-01-appliance-repair-man-fix-furnaces-on-smp/
[1.7.3] Walkable clouds (v1.00),,MXBDman,4/8/2011,http://www.minecraftforum.net/topic/526277-173-walkable-clouds-v100/
[1.7.3] ToolFixes 1.0,,MWisBest,16/08/2011,http://www.minecraftforum.net/topic/555234-173-toolfixes-10/
[1.7.3] Dirt Pumpkins,,Mw119,21/08/2011,http://www.minecraftforum.net/topic/567056-173-dirt-pumpkins/
[1.7.3] MuuFTWÂ´s MODÂ´s - More Blocks,,MuuFTW,5/9/2011,http://www.minecraftforum.net/topic/603225-173-muuftw%c2%b4s-mod%c2%b4s-more-blocks/
[1.5_01]Mustravis' Mods![WiP],,mustravis,10/5/2011,http://www.minecraftforum.net/topic/315433-15-01mustravis-modswip/
[1.2.5] Muserae's Tweaks,,Muserae,12/8/2011,http://www.minecraftforum.net/topic/544844-125-museraes-tweaks/
[1.8]Muserae's Healing+,,Muserae,14/08/2011,http://www.minecraftforum.net/topic/549873-18museraes-healing/
[1.8.1] - Canitian Mod 1.2 Update out now!!!,,murxxer,25/09/2011,http://www.minecraftforum.net/topic/662264-181-canitian-mod-12-update-out-now/
World Edit trouble,,Murciman,7/9/2011,http://www.minecraftforum.net/topic/606479-world-edit-trouble/
[1.7.3] [W.I.P.] Moar Oars! (Ores),,munymuny200,7/8/2011,http://www.minecraftforum.net/topic/533110-173-wip-moar-oars-ores/
Leprechuan NPC mod,,munkayboi3,24/08/2011,http://www.minecraftforum.net/topic/574594-leprechuan-npc-mod/
[1.3.1] Macro / Keybind mod v0.9.1 - more new stuff!,,Mumfrey,11/7/2011,http://www.minecraftforum.net/topic/467504-131-macro-keybind-mod-v091-more-new-stuff/
spawn Mo' Creatures with Single PLayer Commands?,,muffinhat,13/08/2011,http://www.minecraftforum.net/topic/546818-spawn-mo-creatures-with-single-player-commands/
Mudzereli's Gem/Socket Mod,,mudzereli,26/08/2011,http://www.minecraftforum.net/topic/577545-mudzerelis-gemsocket-mod/
"[1.8.1] Ported mods for Craftbukkit [ModLoaderMP, MCForge..]",,muCkk,11/10/2011,http://www.minecraftforum.net/topic/704475-181-ported-mods-for-craftbukkit-modloadermp-mcforge/
[MTXsystem] BigItems Map v1,,MTXsystem,7/9/2011,http://www.minecraftforum.net/topic/606697-mtxsystem-bigitems-map-v1/
"[1.6.6]Msvisser's Mods: Tinted Glass, Pizza, etc...",,msvisser,16/06/2011,http://www.minecraftforum.net/topic/383815-166msvissers-mods-tinted-glass-pizza-etc/
MUST READ: An important message and Title Formatting,,msmit71,27/02/2011,http://www.minecraftforum.net/topic/184376-must-read-an-important-message-and-title-formatting/
Help,,Msimms,23/11/2011,http://www.minecraftforum.net/topic/811217-help/
Regarding .exe files,,Ms_Britten,19/09/2011,http://www.minecraftforum.net/topic/643777-regarding-exe-files/
MUST READ: Free gift code spams,,Ms_Britten,8/10/2011,http://www.minecraftforum.net/topic/696770-must-read-free-gift-code-spams/
outdated,,mrwhackadoo,28/05/2011,http://www.minecraftforum.net/topic/344618-outdated/
[1.0.0] ExtremeMods!,,Mrunstopable25,26/11/2011,http://www.minecraftforum.net/topic/818702-100-extrememods/
Still Water/Lava Mod,,MrTuxThePenguin,9/7/2011,http://www.minecraftforum.net/topic/453571-still-waterlava-mod/
[1.7.3] FastCraft,,MrTurtlezzz,20/08/2011,http://www.minecraftforum.net/topic/563871-173-fastcraft/
[1.4_01] More World Generation,,MrTurtles,20/03/2011,http://www.minecraftforum.net/topic/215941-14-01-more-world-generation/
[1.6.6] RnT's Mud,,MrTheGrox,4/6/2011,http://www.minecraftforum.net/topic/361437-166-rnts-mud/
[1.8.1]RSM's mods,,mrRSM151,12/11/2011,http://www.minecraftforum.net/topic/781568-181rsms-mods/
[1.8.1] mrrandooms mods Slime Tools And MORE!,,mrrandoom,22/10/2011,http://www.minecraftforum.net/topic/732037-181-mrrandooms-mods-slime-tools-and-more/
[1.8.1] The Ideas Mod,,mrrandoom,31/10/2011,http://www.minecraftforum.net/topic/754699-181-the-ideas-mod/
Swedish Minecraft mod,,MrOzzy99,18/08/2011,http://www.minecraftforum.net/topic/560138-swedish-minecraft-mod/
[1.7.3]Fast Food 1.30,,MrOnlyOne,7/8/2011,http://www.minecraftforum.net/topic/532028-173fast-food-130/
[1.7.3]Better Ores v0.1[WIP],,MrOnlyOne,25/08/2011,http://www.minecraftforum.net/topic/575073-173better-ores-v01wip/
[1.8.1]HugeCraft v1.1,,MrOnlyOne,17/10/2011,http://www.minecraftforum.net/topic/720385-181hugecraft-v11/
[1.8.1] Craftable Pumpkin Seeds !,,mrogulf,5/10/2011,http://www.minecraftforum.net/topic/687538-181-craftable-pumpkin-seeds/
[1.0.0]Super Mario Mod - Need more feature ideas,,Mrock01,3/12/2011,http://www.minecraftforum.net/topic/837066-100super-mario-mod-need-more-feature-ideas/
Please unlock Albaka's thread!,,mrminecraft54321,14/07/2011,http://www.minecraftforum.net/topic/474338-please-unlock-albakas-thread/
[1.7.3]More Stackables! + Stonger Materials!,,MrMasterMinecraft,8/8/2011,http://www.minecraftforum.net/topic/535280-173more-stackables-stonger-materials/
[1.7.3]More Stackables! + Stonger Materials!,,MrMasterMinecraft,8/8/2011,http://www.minecraftforum.net/topic/535400-173more-stackables-stonger-materials/
mrmano's mods WIP,,mrmano,25/11/2011,http://www.minecraftforum.net/topic/815328-mrmanos-mods-wip/
Mrmano's mods 1.0.0,,mrmano,27/11/2011,http://www.minecraftforum.net/topic/822723-mrmanos-mods-100/
[Mod Request] Set Waypoints on Map,,MrMaitla,5/11/2011,http://www.minecraftforum.net/topic/766860-mod-request-set-waypoints-on-map/
SplashesMod 1.7.3,,MrMairock97,12/8/2011,http://www.minecraftforum.net/topic/546386-splashesmod-173/
[1.7.3] Windows Of The World + More (Work In Progress),,MrMadGameplay,30/08/2011,http://www.minecraftforum.net/topic/588260-173-windows-of-the-world-more-work-in-progress/
[1.8.1] DwarfCraft v1.2,,MrMadGameplay,31/08/2011,http://www.minecraftforum.net/topic/590580-181-dwarfcraft-v12/
[1.8.1] Minecraft Titanium Mod,,MrLuke,6/10/2011,http://www.minecraftforum.net/topic/690852-181-minecraft-titanium-mod/
[1.7.3]ObsidianCraft_v1.0_01,,MrJugz39,25/07/2011,http://www.minecraftforum.net/topic/501187-173obsidiancraft-v10-01/
MrJoshiemoto's Mod Pack(Coming soon!!!!),,Mrjoshiemoto,25/07/2011,http://www.minecraftforum.net/topic/501834-mrjoshiemotos-mod-packcoming-soon/
[1.7.3] Mrjoshiemoto's Mod Pack Alpha 1.2!,,Mrjoshiemoto,27/07/2011,http://www.minecraftforum.net/topic/505054-173-mrjoshiemotos-mod-pack-alpha-12/
[1.8.1] Obsidian Craft,,mrjoeman1200,15/10/2011,http://www.minecraftforum.net/topic/713768-181-obsidian-craft/
[1.8.1]Paint And /Spawn Mod,,mrjmodder,14/11/2011,http://www.minecraftforum.net/topic/787300-181paint-and-spawn-mod/
Delete Please,,MrJBite&#33;,17/08/2011,http://www.minecraftforum.net/topic/558415-delete-please/
[1.7.3] Wool Extended 1.4!,,MrJBite&#33;,18/08/2011,http://www.minecraftforum.net/topic/560296-173-wool-extended-14/
[1.8.1] CycloneiumCraft [WIP],,mrjacob00,3/10/2011,http://www.minecraftforum.net/topic/682756-181-cycloneiumcraft-wip/
[1.3_01] Sam's Mod Shop [MOD SHOP],,MrITkid,29/03/2011,http://www.minecraftforum.net/topic/231274-13-01-sams-mod-shop-mod-shop/
[1.6.6] Sam's Mods! (V0.1),,MrITkid,21/06/2011,http://www.minecraftforum.net/topic/397475-166-sams-mods-v01/
[1.7.3] No Tall Grass Mod!  (V0.3),,MrITkid,6/7/2011,http://www.minecraftforum.net/topic/438101-173-no-tall-grass-mod-v03/
[1.8.1] JST Mod Pack! - Update Coming Soon!,,MrITkid,13/07/2011,http://www.minecraftforum.net/topic/473122-181-jst-mod-pack-update-coming-soon/
[1.8.1] Obsidian Tools - Update Coming Very Soon!,,MrITkid,21/09/2011,http://www.minecraftforum.net/topic/649896-181-obsidian-tools-update-coming-very-soon/
[~1.8.1] The IseMod!,,MrIcerly,28/08/2011,http://www.minecraftforum.net/topic/582989-181-the-isemod/
The Boots Mod,,MrGregsWorld,14/09/2011,http://www.minecraftforum.net/topic/626027-the-boots-mod/
[1.8.1] Angry NPCs Mod,,MrGregsWorld,2/10/2011,http://www.minecraftforum.net/topic/679443-181-angry-npcs-mod/
[1.8.1] LEMONS MOD!,,MrGregsWorld,1/11/2011,http://www.minecraftforum.net/topic/756373-181-lemons-mod/
[mod][1.5_01] SPLASHES FOR THE OLDER COME,,mrgreensalad,30/04/2011,http://www.minecraftforum.net/topic/296503-mod15-01-splashes-for-the-older-come/
MrGirboto's 1.2.3 Food Mod <Version 1.4>,,MrGirboto,28/09/2011,http://www.minecraftforum.net/topic/668983-mrgirbotos-123-food-mod-version-14/
[1.7.3] Homie Ores 1.0,,MrGh0stlyGhost,9/7/2011,http://www.minecraftforum.net/topic/453567-173-homie-ores-10/
[1.8.1] More Stairs!,,MrGh0stlyGhost,23/07/2011,http://www.minecraftforum.net/topic/496243-181-more-stairs/
[1.8.0Pre] German Translation,,MrFlanders,11/9/2011,http://www.minecraftforum.net/topic/617786-180pre-german-translation/
[1.7.3] Craftable Mob Spawners [V2],,Mrfahey,6/7/2011,http://www.minecraftforum.net/topic/436374-173-craftable-mob-spawners-v2/
[1.8.1] Fahey341s Mods!,,Mrfahey,20/09/2011,http://www.minecraftforum.net/topic/648047-181-fahey341s-mods/
Question About Minecraft Forge 1.1.2,,mrdude75,12/11/2011,http://www.minecraftforum.net/topic/783495-question-about-minecraft-forge-112/
[1.7.3] MoreDiamonds!,,MrDare360,19/07/2011,http://www.minecraftforum.net/topic/487270-173-morediamonds/
[1.7.3] GlowingCobble!,,MrDare360,21/07/2011,http://www.minecraftforum.net/topic/492710-173-glowingcobble/
[1.7.3] Reinforced Diamond [SSP] [SMP],,MrDare360,8/8/2011,http://www.minecraftforum.net/topic/535795-173-reinforced-diamond-ssp-smp/
[1.8.1] SHREEPERS,,MrDare360,9/10/2011,http://www.minecraftforum.net/topic/698971-181-shreepers/
[1.8.1]Mo' People[WIP][MOB],,MrDakotaWood,30/06/2011,http://www.minecraftforum.net/topic/413653-181mo-peoplewipmob/
[1.5_01] Viollight Block (v.1.0),,mrcruser,16/05/2011,http://www.minecraftforum.net/topic/325340-15-01-viollight-block-v10/
[1.8.1]The JiffyCube V1.0,,MrCreeper07,2/10/2011,http://www.minecraftforum.net/topic/680198-181the-jiffycube-v10/
[1.8.1]CubeCraft V1.2 Dynamite Creeper Heads Added,,MrCreeper07,27/10/2011,http://www.minecraftforum.net/topic/745441-181cubecraft-v12-dynamite-creeper-heads-added/
[1.2.5] MoreBricks Mod v1.5.2 NOW WITH STAIRS!,,MrCRAZYbox,6/8/2011,http://www.minecraftforum.net/topic/531305-125-morebricks-mod-v152-now-with-stairs/
[V1.0.0]CoonCraft Beta 1.0,,mrcoon98,6/12/2011,http://www.minecraftforum.net/topic/846265-v100cooncraft-beta-10/
[V1.0.0]DiamondCraft 1.0,,mrcoon98,6/12/2011,http://www.minecraftforum.net/topic/846293-v100diamondcraft-10/
[1.7.3] ManBlock mod,,mrcolonelketchup,29/07/2011,http://www.minecraftforum.net/topic/509917-173-manblock-mod/
v1.7.3 LuckyCharms,,MRcmackinon,12/9/2011,http://www.minecraftforum.net/topic/620598-v173-luckycharms/
[1.8.1] LuckyCharms [ModLoader],,MRcmackinon,21/09/2011,http://www.minecraftforum.net/topic/648422-181-luckycharms-modloader/
[1.7.3] Clock block!,,MrCheesedoodal,22/07/2011,http://www.minecraftforum.net/topic/493842-173-clock-block/
[1.7.3]More Armour Mod! (WIP),,MrCallumKing&#33;,16/08/2011,http://www.minecraftforum.net/topic/555727-173more-armour-mod-wip/
[1.7.3]Colourful Minecraft v0.2!,,MrCallumKing&#33;,19/08/2011,http://www.minecraftforum.net/topic/562669-173colourful-minecraft-v02/
[1.6.6] Mad Cow Mod (First Mod),,Mrblahblah200,31/05/2011,http://www.minecraftforum.net/topic/352818-166-mad-cow-mod-first-mod/
Beanie's Tweeks,,Mrbeanietheman,28/10/2011,http://www.minecraftforum.net/topic/748090-beanies-tweeks/
SSP Flying,,MrBackpack,17/10/2011,http://www.minecraftforum.net/topic/722231-ssp-flying/
Sound,,mrastley,14/11/2011,http://www.minecraftforum.net/topic/788095-sound/
[1.5_01] Version Text Remover,,MrAdminJake,5/5/2011,http://www.minecraftforum.net/topic/305864-15-01-version-text-remover/
Spout for OSX,,MrAdam,15/08/2011,http://www.minecraftforum.net/topic/552598-spout-for-osx/
[REQ] Minecraft Fertilizer Mod,,Mr.Zar,2/8/2011,http://www.minecraftforum.net/topic/519355-req-minecraft-fertilizer-mod/
MEGA mode,,Mr.Mila,5/5/2011,http://www.minecraftforum.net/topic/305844-mega-mode/
suggestion for a new plane:),,Mr.Me,21/07/2011,http://www.minecraftforum.net/topic/491432-suggestion-for-a-new-plane/
[1.6.6] EasyWolf [WIP] (More features soon!),,Mr.Jake:),6/6/2011,http://www.minecraftforum.net/topic/365520-166-easywolf-wip-more-features-soon/
"cactus craft unofficial (adds no new blocks or items, just recipes) (1.8.1)",,Mr.Ghost,8/10/2011,http://www.minecraftforum.net/topic/693966-cactus-craft-unofficial-adds-no-new-blocks-or-items-just-recipes-181/
ModLoader crashes me!,,Mr.Chickenwings,30/04/2011,http://www.minecraftforum.net/topic/296279-modloader-crashes-me/
Humans+ v2.5b [As one age ends...] {RE-UPLOAD},,Mr. okushama,11/12/2010,http://www.minecraftforum.net/topic/96903-humans-v25b-as-one-age-ends-re-upload/
Friend Mod v1.7b [Smarter than Squidward!] {RE-UPLOAD},,Mr. okushama,16/05/2011,http://www.minecraftforum.net/topic/324715-friend-mod-v17b-smarter-than-squidward-re-upload/
[1.9pre5] GuiReplacementMod [OMG ANOTHER MOD],,Mr. okushama,6/11/2011,http://www.minecraftforum.net/topic/767816-19pre5-guireplacementmod-omg-another-mod/
[SSP][1.5_01]Mr. Man's Simple Mods,,Mr. Man,14/05/2011,http://www.minecraftforum.net/topic/321167-ssp15-01mr-mans-simple-mods/
Minecraft mod tester for 1.5_01,,mr-warhammer,8/5/2011,http://www.minecraftforum.net/topic/310706-minecraft-mod-tester-for-15-01/
"[1.1 - 1.0.0] MrCrayfish's Mods - *NEW* Furniture Mod! Store-able fridges, sit-able chairs!",,Mr_Crayfish,22/10/2011,http://www.minecraftforum.net/topic/731388-11-100-mrcrayfishs-mods-new-furniture-mod-store-able-fridges-sit-able-chairs/
[1.7] Simple Tool Mod,,Mr Trofl,3/9/2011,http://www.minecraftforum.net/topic/597324-17-simple-tool-mod/
[1.8.1] More Tools 3.0B,,MPx9,21/07/2011,http://www.minecraftforum.net/topic/490688-181-more-tools-30b/
[1.7.3] Mozzo Mod,,Mozzo,10/7/2011,http://www.minecraftforum.net/topic/461948-173-mozzo-mod/
[1.8.1] AnyCraft Crafting mods,,movinggun1,22/09/2011,http://www.minecraftforum.net/topic/652375-181-anycraft-crafting-mods/
streaming the anycraft mod,,movinggun1,27/09/2011,http://www.minecraftforum.net/topic/667182-streaming-the-anycraft-mod/
AnyCraft Mod 1.0.0,,movinggun1,26/11/2011,http://www.minecraftforum.net/topic/820078-anycraft-mod-100/
[1.0.0] AnyCraft (You Won't Know what's Next),,movinggun1,27/11/2011,http://www.minecraftforum.net/topic/823789-100-anycraft-you-wont-know-whats-next/
[1.0.0] AnyCraft (You Won't Know what's Next)[v1.0.7],,movinggun1,28/11/2011,http://www.minecraftforum.net/topic/826343-100-anycraft-you-wont-know-whats-nextv107/
[1.7.3] Dragons Mod 3 new dragons!,,mouser2940,26/08/2011,http://www.minecraftforum.net/topic/577390-173-dragons-mod-3-new-dragons/
[1.7.3] Edible Microsoft Office Snacks?!?,,MouldyeggZ,17/08/2011,http://www.minecraftforum.net/topic/558565-173-edible-microsoft-office-snacks/
[1.7.3] Mothy's Mods (for ModLoader),,Mothyames,28/07/2011,http://www.minecraftforum.net/topic/507417-173-mothys-mods-for-modloader/
(MOD REQUEST) Item ID book,,motherby173,2/4/2011,http://www.minecraftforum.net/topic/237553-mod-request-item-id-book/
[1.7.4] Strategic OreGen for SP & SMP,,mossman1223,26/04/2011,http://www.minecraftforum.net/topic/289229-174-strategic-oregen-for-sp-smp/
[1.7.3] Inventory Stack Size limit mod - SP & SMP,,mossman1223,4/5/2011,http://www.minecraftforum.net/topic/304708-173-inventory-stack-size-limit-mod-sp-smp/
CAn somebody help with pluggins for my server,,morwek,13/04/2011,http://www.minecraftforum.net/topic/259040-can-somebody-help-with-pluggins-for-my-server/
[1.4_01] Water bugfix [BUGFIX],,mortinious,13/04/2011,http://www.minecraftforum.net/topic/259386-14-01-water-bugfix-bugfix/
"[1.4_01]Mortinious' Mods[Plants, WaterFix and Wood Buckets]",,mortinious,13/04/2011,http://www.minecraftforum.net/topic/259491-14-01mortinious-modsplants-waterfix-and-wood-buckets/
"[1.5_01] ZombiePwn Mods [SuperWolves,SlayerSnowballs]",,Morthaden,28/03/2011,http://www.minecraftforum.net/topic/229371-15-01-zombiepwn-mods-superwolvesslayersnowballs/
[1.8.1] Mortazel's Minecraft Modfiles v2.2.1,,Mortazel,16/10/2011,http://www.minecraftforum.net/topic/717419-181-mortazels-minecraft-modfiles-v221/
can you! make me a mod plz :(,,morrisno1,1/5/2011,http://www.minecraftforum.net/topic/299665-can-you-make-me-a-mod-plz/
[1.2.5]Connected Textures Mod v1.4.1!,,morpheus_017,28/03/2011,http://www.minecraftforum.net/topic/228862-125connected-textures-mod-v141/
SMP mods and/or plugins?,,Mormoran,7/8/2011,http://www.minecraftforum.net/topic/532188-smp-mods-andor-plugins/
[1.7.2]XRay,,morfin,2/7/2011,http://www.minecraftforum.net/topic/420802-172xray/
FireStop v1.0,,Mordin Solus,16/10/2011,http://www.minecraftforum.net/topic/718240-firestop-v10/
[1.8.1] Slime Mode v0.1,,Mordin Solus,16/10/2011,http://www.minecraftforum.net/topic/719039-181-slime-mode-v01/
[1.8.1] Slime Mod v0.7(A) Released! Befriend Slimes and allow them to attend you on your adventures.,,Mordin Solus,16/10/2011,http://www.minecraftforum.net/topic/719040-181-slime-mod-v07a-released-befriend-slimes-and-allow-them-to-attend-you-on-your-adventures/
[1.8.1] Vanilla Slimes Version 1.0,,Mordin Solus,23/10/2011,http://www.minecraftforum.net/topic/735370-181-vanilla-slimes-version-10/
[1.0.0] Slime Mod V1.0,,Mordin Solus,29/11/2011,http://www.minecraftforum.net/topic/829173-100-slime-mod-v10/
[1.7.3] Dyed Armor [v1.5][My 1st Mod],,moose005,10/8/2011,http://www.minecraftforum.net/topic/539484-173-dyed-armor-v15my-1st-mod/
Post your Mo's Creature's stables and other things here!,,Moonyy,23/07/2011,http://www.minecraftforum.net/topic/496190-post-your-mos-creatures-stables-and-other-things-here/
1.4_01 Poor Mans TnT!,,Moonster,18/04/2011,http://www.minecraftforum.net/topic/269228-14-01-poor-mans-tnt/
[1.5_01] Jafa cake and Tea Mod! Yogscast ftw!,,Moonster,26/04/2011,http://www.minecraftforum.net/topic/287860-15-01-jafa-cake-and-tea-mod-yogscast-ftw/
[1.5_01] JAFFA CAKE AND TEA MOD!!! Yogscast all the way!,,Moonster,9/5/2011,http://www.minecraftforum.net/topic/314054-15-01-jaffa-cake-and-tea-mod-yogscast-all-the-way/
[1.6.6] Crate Mod! Generates random crates!,,Moonster,7/6/2011,http://www.minecraftforum.net/topic/366028-166-crate-mod-generates-random-crates/
(1.0.0) Better Villagers Mod!,,Moonster,30/11/2011,http://www.minecraftforum.net/topic/830081-100-better-villagers-mod/
"[1.7.3] Glass, Bookshelf and Ice Drop blocks!",,moomoo512,26/08/2011,http://www.minecraftforum.net/topic/578084-173-glass-bookshelf-and-ice-drop-blocks/
[1.3.1] Cloaks and More Accessories!,,MontyPylon,15/10/2011,http://www.minecraftforum.net/topic/715497-131-cloaks-and-more-accessories/
[1.8.1] Sprinting Mod!,,MontyPylon,8/11/2011,http://www.minecraftforum.net/topic/773338-181-sprinting-mod/
[V1.3_01] [Requires ModLoader] CobbleBucket v0.1,,monster860,15/03/2011,http://www.minecraftforum.net/topic/208458-v13-01-requires-modloader-cobblebucket-v01/
If you want/make videos for mods-,,monsoon300,3/4/2011,http://www.minecraftforum.net/topic/240115-if-you-wantmake-videos-for-mods/
[1.7.3] ~Aesthetic~ V0.4 Now with coloured glass!,,monsoon300,6/8/2011,http://www.minecraftforum.net/topic/529352-173-aesthetic-v04-now-with-coloured-glass/
[1.5_01] mcserverlist.net in game &amp; more! (Windows Support!),,MonsieurApple,21/03/2011,http://www.minecraftforum.net/topic/218510-15-01-mcserverlistnet-in-game-more-windows-support/
Soldiers are hard to get!,,monokof,8/10/2011,http://www.minecraftforum.net/topic/694629-soldiers-are-hard-to-get/
"MonkeyModV2,5",,MonkeyModv,7/12/2011,http://www.minecraftforum.net/topic/848151-monkeymodv25/
Pixel format not accelerated,,monkeyminecraftowner,11/7/2011,http://www.minecraftforum.net/topic/462880-pixel-format-not-accelerated/
ModloaderMP server,,Monkeyboy267,3/8/2011,http://www.minecraftforum.net/topic/522299-modloadermp-server/
[1.8.1] Slime Mod(What every minecraft player needs!),,monkeybomb5000,30/09/2011,http://www.minecraftforum.net/topic/673996-181-slime-modwhat-every-minecraft-player-needs/
[1.8.1]Easy Ores!,,monkeybomb5000,30/09/2011,http://www.minecraftforum.net/topic/674001-181easy-ores/
(1.8) Nightmarecraft,,Monkey2334,9/10/2011,http://www.minecraftforum.net/topic/697791-18-nightmarecraft/
[1.8.1] Slime Fossil Mod!!! [Finished :D],,MonkehsRule654,2/11/2011,http://www.minecraftforum.net/topic/759719-181-slime-fossil-mod-finished-d/
[1.6.6]Leathercraft[WIP],,moklon,9/6/2011,http://www.minecraftforum.net/topic/370923-166leathercraftwip/
Mojomepack v1,,Mojome,5/8/2011,http://www.minecraftforum.net/topic/527393-mojomepack-v1/
i cant place little blocks,,Mojil,22/10/2011,http://www.minecraftforum.net/topic/732072-i-cant-place-little-blocks/
[1.8.1] Useless Blocks Mod,,mogworld937,16/11/2011,http://www.minecraftforum.net/topic/791549-181-useless-blocks-mod/
[1.6.6] NightCraft v 0.8.3,,MOGPCreations,18/06/2011,http://www.minecraftforum.net/topic/388752-166-nightcraft-v-083/
Mod suggestion,,Mogal,27/10/2011,http://www.minecraftforum.net/topic/744953-mod-suggestion/
MobCraft [1.7.3] New Release,,ModzorEHX,18/07/2011,http://www.minecraftforum.net/topic/485397-mobcraft-173-new-release/
[1.7.3] HomieMod (*****UPDATE*****)(For SlyFoxHound and his Homies! 240+ DLS!),,Mods4U1121,12/7/2011,http://www.minecraftforum.net/topic/471024-173-homiemod-updatefor-slyfoxhound-and-his-homies-240-dls/
[1.7.3] Chains,,Mods4U1121,27/07/2011,http://www.minecraftforum.net/topic/507040-173-chains/
[1.7.3] Evil Snowman(Careful Evil Snowballs can hurt),,Mods4U1121,6/8/2011,http://www.minecraftforum.net/topic/531321-173-evil-snowmancareful-evil-snowballs-can-hurt/
[1.7.3] Call Of Duty Throwing Knives V2 (Includes 3 knives),,Mods4U1121,9/8/2011,http://www.minecraftforum.net/topic/538464-173-call-of-duty-throwing-knives-v2-includes-3-knives/
[1.8.1] [SSP] Minecraft Equalized over world mod,,Mods_Daily_FMMH,18/09/2011,http://www.minecraftforum.net/topic/642773-181-ssp-minecraft-equalized-over-world-mod/
[1.8.1][SSP] Steel Mod!,,Mods_Daily_FMMH,22/09/2011,http://www.minecraftforum.net/topic/651340-181ssp-steel-mod/
XMr.WinX's Content Page,,Mods_Daily_FMMH,14/11/2011,http://www.minecraftforum.net/topic/788534-xmrwinxs-content-page/
[1.3.1] Tool Repair v2.1 and Better Bread v1.6,,ModoNoob,9/7/2011,http://www.minecraftforum.net/topic/455598-131-tool-repair-v21-and-better-bread-v16/
[1.0.0] ModMachine228's Mods,,ModMachine228,20/11/2011,http://www.minecraftforum.net/topic/802056-100-modmachine228s-mods/
[BIN SHOP] DOWNLOAD PRE-MADE BIN FILES,,Modious,6/5/2011,http://www.minecraftforum.net/topic/306889-bin-shop-download-pre-made-bin-files/
[1.8.1] The Vampire Mod (by modified4u),,modified4u,4/11/2011,http://www.minecraftforum.net/topic/762993-181-the-vampire-mod-by-modified4u/
[1.8.1]  The Undead army! mod(by modified4u),,modified4u,6/11/2011,http://www.minecraftforum.net/topic/770760-181-the-undead-army-modby-modified4u/
[1.0.0] Mo'Undead mod [by Modified4u],,modified4u,29/11/2011,http://www.minecraftforum.net/topic/829343-100-moundead-mod-by-modified4u/
Like BETA Like Classic,,modernmenace,17/05/2011,http://www.minecraftforum.net/topic/326150-like-beta-like-classic/
[1.7.3]Sun and Moon Stones V1.0,,ModdingN00bs,22/08/2011,http://www.minecraftforum.net/topic/568269-173sun-and-moon-stones-v10/
(WIP) (MOD) PepperAnimals Mod,,Modderness,5/9/2011,http://www.minecraftforum.net/topic/603598-wip-mod-pepperanimals-mod/
Released Invisible Mod For SMP!,,modder247,27/03/2011,http://www.minecraftforum.net/topic/227506-released-invisible-mod-for-smp/
Invisible Hack!,,modder247,27/03/2011,http://www.minecraftforum.net/topic/227529-invisible-hack/
Invisible Hack!,,modder247,27/03/2011,http://www.minecraftforum.net/topic/227530-invisible-hack/
Invisible Hack!,,modder247,27/03/2011,http://www.minecraftforum.net/topic/227532-invisible-hack/
Invisible Hack!,,modder247,27/03/2011,http://www.minecraftforum.net/topic/227534-invisible-hack/
Help with installing several mods,,Mobius 1,30/05/2011,http://www.minecraftforum.net/topic/349291-help-with-installing-several-mods/
"[v1.7.3]MoareAI's Mods: Logical Gates, Digital Functions, Lightbulb, Cloak & Power Armor (now with screenshots)",,MoareAI,17/04/2011,http://www.minecraftforum.net/topic/267262-v173moareais-mods-logical-gates-digital-functions-lightbulb-cloak-power-armor-now-with-screenshots/
[1.0.0] SimpleEnchant,,mns2,29/11/2011,http://www.minecraftforum.net/topic/828160-100-simpleenchant/
[1.4_01] Double Speed,,MnBran6,7/4/2011,http://www.minecraftforum.net/topic/248705-14-01-double-speed/
[1.8.1] Minecraft portable,,mmtr1x3,12/11/2011,http://www.minecraftforum.net/topic/782078-181-minecraft-portable/
[1.2.5] MoreOres,,MMTeam,23/10/2011,http://www.minecraftforum.net/topic/735880-125-moreores/
Delete,,mmiillkkaa,13/07/2011,http://www.minecraftforum.net/topic/473388-delete/
[SPC] MACROS,,mmdev,6/12/2011,http://www.minecraftforum.net/topic/845822-spc-macros/
[WIP] ExplosiveCraft,,MLW71,8/5/2011,http://www.minecraftforum.net/topic/311855-wip-explosivecraft/
MLGn00bs Mods (Waiting to update),,MLGn00bs,5/7/2011,http://www.minecraftforum.net/topic/432197-mlgn00bs-mods-waiting-to-update/
1.7.3 MLGn00bs Sandwich Mod,,MLGn00bs,24/07/2011,http://www.minecraftforum.net/topic/498067-173-mlgn00bs-sandwich-mod/
GraniteMod!,,MKrasky,4/8/2011,http://www.minecraftforum.net/topic/524238-granitemod/
